Location,Date,Product_ID,Product_Name,Brand,Quantity (liters/kg),MRP,Total_Value,Shelf_Life (days),Storage_Condition,Production_Date,Expiration_Date,Quantity_Sold (liters/kg),Price_per_Unit (sold),Approx_Total_Revenue(INR),Customer_Location,Sales_Channel,Quantity_in_Stock (liters/kg)
Kerala,8/28/2021,5,Ice Cream,Dodla Dairy,169.36,39.93,6762.5448,21,Frozen,7/20/2021,8/10/2021,72,40.68,2928.96,Gujarat,Retail,97
Madhya Pradesh,7/22/2019,10,Ghee,Sudha,991.29,74.04,73395.1116,144,Ambient,7/2/2019,11/23/2019,595,72.16,42935.2,Tamil Nadu,Retail,396
Haryana,5/3/2020,2,Butter,Parag Milk Foods,207.74,70.93,14734.9982,35,Refrigerated,3/7/2020,4/11/2020,107,69.01,7384.07,Chandigarh,Online,100
Telangana,6/22/2020,6,Curd,Mother Dairy,228.33,77.46,17686.4418,7,Refrigerated,5/6/2020,5/13/2020,5,73.42,367.1,Telangana,Wholesale,223
Bihar,3/3/2019,3,Cheese,Dynamix Dairies,637.42,96.55,61542.901,74,Refrigerated,1/23/2019,4/7/2019,128,97.73,12509.44,Delhi,Retail,509
Gujarat,10/26/2020,2,Butter,Amul,743.79,21.62,16080.7398,36,Frozen,9/13/2020,10/19/2020,358,22.45,8037.1,Jharkhand,Wholesale,385
Chandigarh,11/22/2020,7,Lassi,Amul,424.99,27.76,11797.7224,17,Refrigerated,10/1/2020,10/18/2020,311,30.63,9525.93,Chandigarh,Wholesale,113
Haryana,10/27/2020,1,Milk,Amul,467.98,16.34,7646.7932,24,Tetra Pack,9/1/2020,9/25/2020,318,16.67,5301.06,Tamil Nadu,Retail,149
Uttar Pradesh,7/25/2021,2,Butter,Mother Dairy,795.28,45.29,36018.2312,37,Frozen,6/28/2021,8/4/2021,343,45.06,15455.58,Uttar Pradesh,Online,452
Haryana,2/23/2021,10,Ghee,Mother Dairy,562.7,83.6,47041.72,73,Ambient,1/17/2021,3/31/2021,387,87.22,33754.14,Bihar,Retail,175
Bihar,5/1/2020,3,Cheese,Amul,524.99,95.15,49952.7985,88,Refrigerated,4/13/2020,7/10/2020,384,97.39,37397.76,Kerala,Retail,140
Bihar,6/4/2019,7,Lassi,Raj,901.52,33.38,30092.7376,13,Refrigerated,5/1/2019,5/14/2019,536,37.54,20121.44,Uttar Pradesh,Wholesale,365
Chandigarh,9/20/2020,9,Paneer,Mother Dairy,100.17,96.04,9620.3268,12,Refrigerated,9/4/2020,9/16/2020,39,97.16,3789.24,Haryana,Wholesale,61
Gujarat,5/2/2019,7,Lassi,Raj,489,17.38,8498.82,16,Refrigerated,3/4/2019,3/20/2019,240,16.66,3998.4,Kerala,Online,249
Telangana,2/17/2022,7,Lassi,Amul,422.81,92.82,39245.2242,16,Refrigerated,1/7/2022,1/23/2022,229,95.07,21771.03,Jharkhand,Wholesale,193
Jharkhand,5/5/2022,10,Ghee,Sudha,899.13,54.15,48687.8895,138,Ambient,4/28/2022,9/13/2022,865,56.03,48465.95,Telangana,Online,34
Haryana,1/11/2021,10,Ghee,Amul,131.64,86.16,11342.1024,94,Ambient,11/24/2020,2/26/2021,12,86.82,1041.84,Gujarat,Wholesale,119
Gujarat,3/27/2022,2,Butter,Mother Dairy,474.91,62.43,29648.6313,39,Refrigerated,2/18/2022,3/29/2022,138,62.78,8663.64,Rajasthan,Wholesale,336
Bihar,10/3/2020,8,Buttermilk,Raj,103.49,68.78,7118.0422,13,Refrigerated,8/9/2020,8/22/2020,82,72.47,5942.54,Delhi,Wholesale,21
Tamil Nadu,3/11/2022,6,Curd,Sudha,722.93,32.29,23343.4097,7,Refrigerated,3/10/2022,3/17/2022,505,30.91,15609.55,Bihar,Online,217
Madhya Pradesh,7/15/2021,8,Buttermilk,Sudha,861.13,80.37,69209.0181,13,Refrigerated,7/1/2021,7/14/2021,571,76.36,43601.56,Karnataka,Retail,290
Telangana,9/2/2021,3,Cheese,Passion Cheese,783.44,72.67,56932.5848,74,Refrigerated,7/17/2021,9/29/2021,647,73.78,47735.66,West Bengal,Online,136
Telangana,7/13/2020,5,Ice Cream,Palle2patnam,899.69,12,10796.28,30,Frozen,7/10/2020,8/9/2020,344,8.3,2855.2,Tamil Nadu,Retail,555
Jharkhand,9/27/2021,4,Yogurt,Amul,594.83,94.4,56151.952,24,Frozen,8/29/2021,9/22/2021,210,90.89,19086.9,Karnataka,Wholesale,384
Karnataka,4/28/2022,8,Buttermilk,Raj,843.18,62.78,52934.8404,14,Refrigerated,3/27/2022,4/10/2022,61,66.3,4044.3,Chandigarh,Online,782
Chandigarh,3/7/2021,7,Lassi,Sudha,143.94,28.97,4169.9418,13,Refrigerated,2/11/2021,2/24/2021,104,33.31,3464.24,Gujarat,Retail,39
Chandigarh,3/4/2021,6,Curd,Mother Dairy,672.74,48.57,32674.9818,6,Refrigerated,2/25/2021,3/3/2021,399,44.65,17815.35,West Bengal,Online,273
Tamil Nadu,5/13/2021,4,Yogurt,Mother Dairy,472.03,12.16,5739.8848,26,Frozen,3/24/2021,4/19/2021,289,12.55,3626.95,Telangana,Online,183
Jharkhand,7/25/2019,4,Yogurt,Mother Dairy,767.55,58.5,44901.675,21,Frozen,6/6/2019,6/27/2019,121,57.99,7016.79,Karnataka,Retail,646
Chandigarh,12/24/2019,1,Milk,Raj,131.78,73.86,9733.2708,2,Polythene Packet,12/17/2019,12/19/2019,84,75.17,6314.28,Gujarat,Online,47
Delhi,1/16/2022,6,Curd,Mother Dairy,520.85,77.08,40147.118,5,Refrigerated,12/8/2021,12/13/2021,461,80.63,37170.43,Chandigarh,Retail,59
Tamil Nadu,6/2/2020,6,Curd,Raj,109.98,80.51,8854.4898,7,Refrigerated,4/4/2020,4/11/2020,26,82.29,2139.54,Tamil Nadu,Retail,83
Madhya Pradesh,8/7/2020,5,Ice Cream,Amul,218.78,61.74,13507.4772,23,Frozen,7/12/2020,8/4/2020,172,60.88,10471.36,Karnataka,Online,46
Uttar Pradesh,7/24/2020,1,Milk,Sudha,423.59,99.24,42037.0716,27,Tetra Pack,7/22/2020,8/18/2020,392,103.19,40450.48,Delhi,Wholesale,31
Chandigarh,2/25/2022,1,Milk,Amul,86.18,14.12,1216.8616,25,Tetra Pack,1/1/2022,1/26/2022,9,14.42,129.78,Tamil Nadu,Retail,77
Chandigarh,2/1/2022,7,Lassi,Sudha,297.88,96.4,28715.632,16,Refrigerated,1/22/2022,2/7/2022,248,100.53,24931.44,Jharkhand,Retail,49
Delhi,8/16/2020,2,Butter,Parag Milk Foods,640.05,89.32,57169.266,38,Frozen,8/1/2020,9/8/2020,190,87.84,16689.6,Karnataka,Online,450
Gujarat,6/24/2019,4,Yogurt,Amul,359.84,29.57,10640.4688,30,Refrigerated,6/23/2019,7/23/2019,334,33.43,11165.62,Karnataka,Retail,25
Jharkhand,12/8/2022,1,Milk,Raj,745.37,31.26,23300.2662,1,Polythene Packet,12/3/2022,12/4/2022,395,34.27,13536.65,Karnataka,Wholesale,350
Maharashtra,5/27/2019,9,Paneer,Sudha,21.51,75.75,1629.3825,7,Refrigerated,5/13/2019,5/20/2019,14,78.9,1104.6,Maharashtra,Wholesale,7
Maharashtra,3/12/2022,8,Buttermilk,Raj,526.62,36.65,19300.623,13,Refrigerated,2/25/2022,3/10/2022,449,33.74,15149.26,Delhi,Retail,77
Uttar Pradesh,2/9/2022,2,Butter,Parag Milk Foods,353.68,93.62,33111.5216,35,Refrigerated,12/15/2021,1/19/2022,10,97.79,977.9,Maharashtra,Online,343
Kerala,9/8/2022,9,Paneer,Amul,115.61,18.33,2119.1313,10,Refrigerated,8/18/2022,8/28/2022,13,14.41,187.33,West Bengal,Online,102
Delhi,5/14/2022,1,Milk,Amul,280.37,15.76,4418.6312,2,Polythene Packet,4/10/2022,4/12/2022,176,20.55,3616.8,Maharashtra,Wholesale,104
Gujarat,1/12/2022,4,Yogurt,Dodla Dairy,308.23,77.51,23890.9073,22,Frozen,11/19/2021,12/11/2021,102,75.64,7715.28,Karnataka,Online,206
Chandigarh,9/4/2020,10,Ghee,Mother Dairy,825.9,68.76,56788.884,94,Ambient,7/15/2020,10/17/2020,623,67.59,42108.57,Gujarat,Wholesale,202
Rajasthan,4/8/2021,9,Paneer,Mother Dairy,471.67,79.98,37724.1666,8,Refrigerated,4/4/2021,4/12/2021,421,75.57,31814.97,Delhi,Online,50
Delhi,1/19/2020,8,Buttermilk,Mother Dairy,109.63,48.72,5341.1736,12,Refrigerated,1/3/2020,1/15/2020,87,49.55,4310.85,Jharkhand,Wholesale,22
Madhya Pradesh,11/25/2022,4,Yogurt,Palle2patnam,699.61,29.7,20778.417,30,Refrigerated,10/19/2022,11/18/2022,250,26.62,6655,Madhya Pradesh,Online,449
Haryana,4/17/2020,2,Butter,Mother Dairy,417.95,53.93,22540.0435,34,Refrigerated,3/30/2020,5/3/2020,370,58.1,21497,Jharkhand,Wholesale,47
Chandigarh,1/5/2020,4,Yogurt,Amul,379.14,82.93,31442.0802,27,Refrigerated,11/24/2019,12/21/2019,99,86.84,8597.16,Delhi,Retail,280
West Bengal,11/5/2022,8,Buttermilk,Mother Dairy,762.26,76.18,58068.9668,8,Refrigerated,9/26/2022,10/4/2022,228,77.37,17640.36,Madhya Pradesh,Retail,534
West Bengal,9/14/2020,5,Ice Cream,Amul,598.54,36.9,22086.126,28,Frozen,9/10/2020,10/8/2020,49,38.8,1901.2,Uttar Pradesh,Online,549
West Bengal,12/13/2022,5,Ice Cream,Palle2patnam,649.99,84.87,55164.6513,26,Frozen,10/28/2022,11/23/2022,118,89.45,10555.1,Madhya Pradesh,Online,531
Telangana,2/24/2019,4,Yogurt,Dodla Dairy,376.11,47.65,17921.6415,27,Refrigerated,2/11/2019,3/10/2019,129,43.45,5605.05,West Bengal,Retail,247
Gujarat,7/17/2021,5,Ice Cream,Dodla Dairy,500.76,18.13,9078.7788,27,Frozen,7/5/2021,8/1/2021,222,13.34,2961.48,Gujarat,Online,278
Uttar Pradesh,10/25/2019,1,Milk,Mother Dairy,535.48,60.02,32139.5096,1,Polythene Packet,9/24/2019,9/25/2019,356,60.15,21413.4,Telangana,Online,179
Delhi,6/26/2019,9,Paneer,Sudha,178.05,42.27,7526.1735,8,Refrigerated,5/1/2019,5/9/2019,124,37.8,4687.2,Bihar,Wholesale,54
Jharkhand,3/13/2022,2,Butter,Amul,385.56,22.05,8501.598,31,Frozen,3/3/2022,4/3/2022,94,23.09,2170.46,Gujarat,Retail,291
Karnataka,12/18/2019,10,Ghee,Raj,426.22,49.92,21276.9024,119,Ambient,10/20/2019,2/16/2020,302,52.89,15972.78,Jharkhand,Online,124
Delhi,2/14/2019,4,Yogurt,Mother Dairy,920.75,54.58,50254.535,23,Frozen,2/1/2019,2/24/2019,880,53.79,47335.2,Gujarat,Wholesale,40
Bihar,3/9/2021,2,Butter,Mother Dairy,203.16,41.89,8510.3724,37,Refrigerated,3/2/2021,4/8/2021,178,46.85,8339.3,West Bengal,Retail,25
Uttar Pradesh,1/27/2020,6,Curd,Sudha,966.41,84.37,81536.0117,6,Refrigerated,12/23/2019,12/29/2019,558,86.94,48512.52,West Bengal,Wholesale,408
Karnataka,1/28/2022,5,Ice Cream,Mother Dairy,873.54,65.9,57566.286,28,Frozen,12/1/2021,12/29/2021,623,65.3,40681.9,Delhi,Wholesale,250
West Bengal,7/6/2019,10,Ghee,Mother Dairy,510.92,27.25,13922.57,136,Ambient,6/3/2019,10/17/2019,240,25.02,6004.8,Delhi,Online,270
Jharkhand,2/26/2021,5,Ice Cream,Mother Dairy,980.29,36.56,35839.4024,25,Frozen,1/5/2021,1/30/2021,315,33.82,10653.3,Rajasthan,Online,665
Haryana,11/23/2022,5,Ice Cream,Palle2patnam,213.59,29.83,6371.3897,22,Frozen,10/20/2022,11/11/2022,45,24.97,1123.65,Rajasthan,Online,168
Karnataka,3/16/2022,8,Buttermilk,Sudha,835.23,79.37,66292.2051,14,Refrigerated,3/10/2022,3/24/2022,318,76.94,24466.92,Telangana,Retail,517
Madhya Pradesh,8/17/2020,4,Yogurt,Palle2patnam,735.3,79.91,58757.823,27,Refrigerated,7/23/2020,8/19/2020,451,75.74,34158.74,Telangana,Wholesale,284
Delhi,6/27/2020,10,Ghee,Mother Dairy,680.27,88.66,60312.7382,119,Ambient,5/9/2020,9/5/2020,520,86.99,45234.8,West Bengal,Retail,160
Gujarat,2/16/2020,5,Ice Cream,Mother Dairy,439,59.35,26054.65,26,Frozen,12/26/2019,1/21/2020,55,57.61,3168.55,Uttar Pradesh,Online,384
Haryana,9/15/2021,5,Ice Cream,Amul,254.46,17.63,4486.1298,22,Frozen,8/29/2021,9/20/2021,75,19.36,1452,Karnataka,Wholesale,179
Bihar,2/10/2019,10,Ghee,Mother Dairy,467.21,85.04,39731.5384,130,Ambient,1/18/2019,5/28/2019,348,84.88,29538.24,Telangana,Wholesale,119
Telangana,12/2/2021,7,Lassi,Raj,639.12,16.4,10481.568,12,Refrigerated,10/23/2021,11/4/2021,318,13.75,4372.5,Tamil Nadu,Online,321
Rajasthan,2/10/2021,8,Buttermilk,Sudha,922.95,26.54,24495.093,13,Refrigerated,2/7/2021,2/20/2021,136,28.24,3840.64,Uttar Pradesh,Wholesale,786
Delhi,11/16/2019,1,Milk,Raj,276.83,60.95,16872.7885,22,Tetra Pack,9/18/2019,10/10/2019,106,58.89,6242.34,Madhya Pradesh,Retail,170
Maharashtra,5/3/2019,1,Milk,Mother Dairy,369.22,50.52,18652.9944,28,Tetra Pack,4/10/2019,5/8/2019,63,52.03,3277.89,Tamil Nadu,Wholesale,306
Uttar Pradesh,8/17/2019,5,Ice Cream,Palle2patnam,323.95,45.92,14875.784,22,Frozen,7/12/2019,8/3/2019,192,49.72,9546.24,Delhi,Online,131
Bihar,4/8/2020,8,Buttermilk,Raj,121.49,15.38,1868.5162,7,Refrigerated,2/20/2020,2/27/2020,55,14.04,772.2,Uttar Pradesh,Wholesale,66
Kerala,7/28/2020,8,Buttermilk,Sudha,123.23,75.61,9317.4203,10,Refrigerated,7/7/2020,7/17/2020,12,74.39,892.68,Haryana,Retail,111
Tamil Nadu,12/20/2019,3,Cheese,Amul,929.72,69.39,64513.2708,89,Refrigerated,11/22/2019,2/19/2020,93,66.65,6198.45,Haryana,Online,836
Telangana,4/7/2021,9,Paneer,Amul,603.83,23.55,14220.1965,14,Refrigerated,2/21/2021,3/7/2021,321,25.31,8124.51,Jharkhand,Wholesale,282
Gujarat,5/26/2021,10,Ghee,Mother Dairy,247.84,18.89,4681.6976,93,Ambient,4/19/2021,7/21/2021,25,18.48,462,Uttar Pradesh,Online,222
Jharkhand,7/8/2022,10,Ghee,Sudha,610.57,58.93,35980.8901,132,Ambient,5/10/2022,9/19/2022,481,54.88,26397.28,Chandigarh,Online,129
Rajasthan,7/5/2021,3,Cheese,Passion Cheese,303.89,32.75,9952.3975,52,Frozen,7/2/2021,8/23/2021,283,34.72,9825.76,Rajasthan,Wholesale,20
Karnataka,8/20/2019,10,Ghee,Raj,993.19,40.55,40273.8545,108,Ambient,8/10/2019,11/26/2019,129,37.87,4885.23,Maharashtra,Retail,864
Rajasthan,8/9/2020,2,Butter,Parag Milk Foods,216.34,87.98,19033.5932,26,Refrigerated,7/16/2020,8/11/2020,168,89.62,15056.16,Chandigarh,Retail,48
Uttar Pradesh,3/4/2022,2,Butter,Warana,209.96,13.55,2844.958,32,Frozen,2/16/2022,3/20/2022,42,9.89,415.38,Chandigarh,Online,167
Chandigarh,10/14/2019,9,Paneer,Raj,391.13,83.8,32776.694,10,Refrigerated,9/29/2019,10/9/2019,121,88.2,10672.2,Kerala,Retail,270
Chandigarh,9/13/2020,4,Yogurt,Dodla Dairy,4.09,92.35,377.7115,26,Refrigerated,7/27/2020,8/22/2020,2,91.2,182.4,Haryana,Wholesale,2
Uttar Pradesh,10/2/2021,1,Milk,Raj,382.95,49.48,18948.366,1,Polythene Packet,9/16/2021,9/17/2021,367,52.6,19304.2,Tamil Nadu,Wholesale,15
Gujarat,2/17/2020,10,Ghee,Sudha,554.15,28.03,15532.8245,104,Ambient,1/18/2020,5/1/2020,270,31.27,8442.9,Tamil Nadu,Online,284
Rajasthan,4/9/2020,6,Curd,Amul,364.58,24.23,8833.7734,7,Refrigerated,2/23/2020,3/1/2020,47,20.5,963.5,Madhya Pradesh,Online,317
Uttar Pradesh,9/19/2020,8,Buttermilk,Mother Dairy,571.41,10.65,6085.5165,7,Refrigerated,9/3/2020,9/10/2020,383,7.52,2880.16,Tamil Nadu,Wholesale,188
Haryana,7/16/2021,6,Curd,Amul,666.76,26.74,17829.1624,7,Refrigerated,5/27/2021,6/3/2021,170,28.94,4919.8,Karnataka,Wholesale,496
Gujarat,1/21/2020,6,Curd,Mother Dairy,579.68,38.67,22416.2256,5,Refrigerated,11/27/2019,12/2/2019,249,40.03,9967.47,Uttar Pradesh,Online,330
Jharkhand,7/14/2021,10,Ghee,Amul,357.71,13.56,4850.5476,101,Ambient,6/15/2021,9/24/2021,75,11.13,834.75,Bihar,Retail,282
Karnataka,10/25/2021,5,Ice Cream,Dodla Dairy,465.69,67.14,31266.4266,29,Frozen,10/4/2021,11/2/2021,205,63.46,13009.3,West Bengal,Wholesale,260
Gujarat,2/17/2019,5,Ice Cream,Palle2patnam,913.61,15.27,13950.8247,25,Frozen,2/14/2019,3/11/2019,678,15.55,10542.9,Madhya Pradesh,Online,235
Madhya Pradesh,6/13/2020,7,Lassi,Mother Dairy,987.87,98.83,97631.1921,13,Refrigerated,5/5/2020,5/18/2020,39,102.78,4008.42,West Bengal,Online,948
Maharashtra,6/26/2021,8,Buttermilk,Amul,980.37,94.48,92625.3576,13,Refrigerated,6/23/2021,7/6/2021,207,99.33,20561.31,Tamil Nadu,Wholesale,773
Jharkhand,1/25/2020,7,Lassi,Raj,713.73,78.54,56056.3542,18,Refrigerated,1/17/2020,2/4/2020,16,77.74,1243.84,Chandigarh,Online,697
Maharashtra,3/3/2019,8,Buttermilk,Amul,301.53,74.91,22587.6123,12,Refrigerated,2/22/2019,3/6/2019,189,77.77,14698.53,Tamil Nadu,Online,112
Maharashtra,3/1/2022,2,Butter,Amul,529.54,45.99,24353.5446,27,Refrigerated,1/9/2022,2/5/2022,360,46.18,16624.8,Delhi,Wholesale,169
Karnataka,6/17/2020,10,Ghee,Amul,703.07,10.6,7452.542,145,Ambient,5/3/2020,9/25/2020,482,7.88,3798.16,Chandigarh,Online,221
Kerala,6/16/2021,4,Yogurt,Amul,367.53,99.42,36539.8326,21,Refrigerated,6/12/2021,7/3/2021,114,103.89,11843.46,West Bengal,Online,253
Bihar,1/13/2020,6,Curd,Mother Dairy,419.53,57.48,24114.5844,7,Refrigerated,12/26/2019,1/2/2020,131,62.33,8165.23,Jharkhand,Wholesale,288
Gujarat,9/1/2021,1,Milk,Sudha,417.64,86.3,36042.332,1,Polythene Packet,8/28/2021,8/29/2021,297,82.12,24389.64,Chandigarh,Online,120
Chandigarh,2/12/2019,3,Cheese,Britannia Industries,572.36,26.01,14887.0836,46,Frozen,12/20/2018,2/4/2019,433,25.84,11188.72,Kerala,Retail,139
Rajasthan,3/27/2022,8,Buttermilk,Sudha,889.71,66.03,58747.5513,8,Refrigerated,1/29/2022,2/6/2022,435,63.8,27753,Kerala,Wholesale,454
West Bengal,2/9/2020,6,Curd,Amul,191.18,27.36,5230.6848,5,Refrigerated,1/6/2020,1/11/2020,101,23.43,2366.43,Bihar,Retail,90
Karnataka,4/17/2019,9,Paneer,Mother Dairy,655.82,20.67,13555.7994,9,Refrigerated,3/28/2019,4/6/2019,572,20.35,11640.2,Delhi,Wholesale,83
Kerala,8/7/2021,4,Yogurt,Dodla Dairy,706.46,17.06,12052.2076,29,Refrigerated,7/19/2021,8/17/2021,132,13.14,1734.48,Telangana,Wholesale,574
Kerala,11/17/2022,1,Milk,Sudha,108.89,64.2,6990.738,29,Tetra Pack,10/28/2022,11/26/2022,30,63.82,1914.6,Haryana,Retail,78
Madhya Pradesh,2/15/2021,4,Yogurt,Dodla Dairy,686.89,59.66,40979.8574,27,Refrigerated,2/11/2021,3/10/2021,108,60.78,6564.24,Maharashtra,Retail,578
Chandigarh,4/27/2020,3,Cheese,Britannia Industries,241.72,89.69,21679.8668,86,Frozen,4/7/2020,7/2/2020,28,94.49,2645.72,Jharkhand,Wholesale,213
Delhi,5/7/2019,9,Paneer,Sudha,918.58,50.95,46801.651,13,Refrigerated,4/7/2019,4/20/2019,873,47.22,41223.06,Delhi,Retail,45
Gujarat,7/9/2019,5,Ice Cream,Mother Dairy,34.25,28.84,987.77,22,Frozen,6/28/2019,7/20/2019,15,24.73,370.95,Delhi,Retail,19
Bihar,6/19/2019,3,Cheese,Dynamix Dairies,686.96,12.28,8435.8688,80,Refrigerated,4/21/2019,7/10/2019,223,11.52,2568.96,Maharashtra,Online,463
Tamil Nadu,6/6/2019,5,Ice Cream,Amul,337.04,12.37,4169.1848,24,Frozen,4/30/2019,5/24/2019,205,11.42,2341.1,Madhya Pradesh,Wholesale,132
Gujarat,12/7/2020,4,Yogurt,Dodla Dairy,326.05,12.76,4160.398,26,Frozen,11/3/2020,11/29/2020,309,7.87,2431.83,Jharkhand,Wholesale,17
Chandigarh,6/7/2019,3,Cheese,Passion Cheese,265.11,62.01,16439.4711,48,Refrigerated,4/8/2019,5/26/2019,23,65.87,1515.01,Chandigarh,Wholesale,242
Maharashtra,1/23/2021,6,Curd,Mother Dairy,726.46,73.27,53227.7242,6,Refrigerated,12/27/2020,1/2/2021,570,71.7,40869,Kerala,Retail,156
Maharashtra,10/11/2020,4,Yogurt,Palle2patnam,382.14,69.56,26581.6584,30,Refrigerated,9/25/2020,10/25/2020,9,67.53,607.77,Karnataka,Online,373
Chandigarh,1/12/2022,8,Buttermilk,Amul,388.29,92.96,36095.4384,11,Refrigerated,11/18/2021,11/29/2021,316,88.32,27909.12,Bihar,Retail,72
Madhya Pradesh,11/22/2019,2,Butter,Parag Milk Foods,805.79,18.12,14600.9148,34,Refrigerated,10/20/2019,11/23/2019,759,22.8,17305.2,Uttar Pradesh,Online,46
Chandigarh,6/2/2022,5,Ice Cream,Palle2patnam,831.19,15.25,12675.6475,24,Frozen,4/16/2022,5/10/2022,667,10.39,6930.13,Uttar Pradesh,Retail,164
Kerala,4/13/2020,9,Paneer,Sudha,186.61,51.15,9545.1015,14,Refrigerated,2/19/2020,3/4/2020,10,52.48,524.8,Madhya Pradesh,Retail,176
Delhi,8/15/2019,4,Yogurt,Palle2patnam,461.49,52.91,24417.4359,29,Frozen,7/5/2019,8/3/2019,236,50.54,11927.44,Delhi,Online,225
Jharkhand,2/11/2020,6,Curd,Mother Dairy,565.42,60.31,34100.4802,6,Refrigerated,12/14/2019,12/20/2019,305,60.69,18510.45,Uttar Pradesh,Wholesale,260
Madhya Pradesh,8/25/2020,9,Paneer,Mother Dairy,282.82,34.69,9811.0258,9,Refrigerated,7/19/2020,7/28/2020,137,36.59,5012.83,West Bengal,Retail,145
Chandigarh,10/7/2020,5,Ice Cream,Palle2patnam,911.07,48.44,44132.2308,28,Frozen,9/1/2020,9/29/2020,811,45.35,36778.85,Jharkhand,Online,100
Karnataka,10/8/2022,6,Curd,Sudha,306.44,75.38,23099.4472,7,Refrigerated,8/12/2022,8/19/2022,81,76.66,6209.46,Uttar Pradesh,Retail,225
Bihar,3/14/2022,5,Ice Cream,Mother Dairy,675.45,22.47,15177.3615,24,Frozen,3/6/2022,3/30/2022,292,24.91,7273.72,Madhya Pradesh,Wholesale,383
Chandigarh,8/13/2022,6,Curd,Sudha,804.02,19.79,15911.5558,7,Refrigerated,8/12/2022,8/19/2022,226,24.18,5464.68,West Bengal,Wholesale,578
Delhi,7/23/2020,7,Lassi,Mother Dairy,439.44,89.69,39413.3736,13,Refrigerated,7/18/2020,7/31/2020,120,85.57,10268.4,Tamil Nadu,Retail,319
Delhi,5/13/2020,6,Curd,Raj,823.35,87.87,72347.7645,5,Refrigerated,4/16/2020,4/21/2020,275,91.27,25099.25,Madhya Pradesh,Wholesale,548
Rajasthan,3/9/2019,8,Buttermilk,Mother Dairy,985.36,34.23,33728.8728,12,Refrigerated,1/16/2019,1/28/2019,564,29.85,16835.4,West Bengal,Retail,421
Jharkhand,6/22/2020,7,Lassi,Mother Dairy,566.67,44.4,25160.148,16,Refrigerated,5/29/2020,6/14/2020,328,42.42,13913.76,Rajasthan,Online,238
Gujarat,9/24/2020,10,Ghee,Sudha,183.27,97.13,17801.0151,117,Ambient,8/11/2020,12/6/2020,91,98.63,8975.33,Madhya Pradesh,Wholesale,92
Chandigarh,4/18/2019,10,Ghee,Raj,220.73,32.27,7122.9571,142,Ambient,4/3/2019,8/23/2019,126,31,3906,Delhi,Wholesale,94
Chandigarh,6/10/2019,2,Butter,Mother Dairy,62.63,40.31,2524.6153,27,Refrigerated,5/25/2019,6/21/2019,5,43.88,219.4,Kerala,Wholesale,57
Bihar,9/25/2022,1,Milk,Raj,110.64,23.51,2601.1464,2,Polythene Packet,7/31/2022,8/2/2022,78,26.4,2059.2,Telangana,Retail,32
Delhi,7/21/2019,4,Yogurt,Mother Dairy,276.73,20.56,5689.5688,24,Frozen,5/22/2019,6/15/2019,81,17.74,1436.94,Maharashtra,Wholesale,195
Tamil Nadu,2/23/2020,7,Lassi,Mother Dairy,146.96,48.34,7104.0464,17,Refrigerated,2/10/2020,2/27/2020,21,49.75,1044.75,Tamil Nadu,Online,125
Chandigarh,6/8/2021,1,Milk,Amul,78.11,87.58,6840.8738,22,Tetra Pack,4/21/2021,5/13/2021,65,84.81,5512.65,Bihar,Wholesale,13
Tamil Nadu,11/3/2022,8,Buttermilk,Amul,934.63,42.34,39572.2342,14,Refrigerated,10/2/2022,10/16/2022,199,47.1,9372.9,West Bengal,Online,735
Karnataka,6/18/2021,2,Butter,Mother Dairy,680.07,48.07,32690.9649,30,Refrigerated,6/9/2021,7/9/2021,452,47.69,21555.88,Delhi,Retail,228
Telangana,1/20/2022,8,Buttermilk,Sudha,39.05,67.65,2641.7325,9,Refrigerated,12/25/2021,1/3/2022,2,64.88,129.76,Bihar,Retail,37
Rajasthan,12/15/2020,10,Ghee,Sudha,486.92,25.48,12406.7216,92,Ambient,10/18/2020,1/18/2021,244,25.73,6278.12,Jharkhand,Wholesale,242
West Bengal,4/2/2021,8,Buttermilk,Sudha,947.83,69.16,65551.9228,10,Refrigerated,3/3/2021,3/13/2021,20,73.88,1477.6,Telangana,Retail,927
Madhya Pradesh,3/24/2020,3,Cheese,Dynamix Dairies,980.59,90.69,88929.7071,27,Frozen,3/4/2020,3/31/2020,137,94.14,12897.18,Haryana,Wholesale,843
Delhi,4/8/2020,7,Lassi,Amul,231.88,50.78,11774.8664,12,Refrigerated,2/17/2020,2/29/2020,224,52.1,11670.4,Chandigarh,Retail,7
Madhya Pradesh,6/25/2021,7,Lassi,Amul,770.51,26.82,20665.0782,13,Refrigerated,6/13/2021,6/26/2021,189,30.58,5779.62,Jharkhand,Online,581
Delhi,9/10/2020,4,Yogurt,Dodla Dairy,739.41,81.51,60269.3091,28,Refrigerated,9/7/2020,10/5/2020,630,86.24,54331.2,Kerala,Online,109
Gujarat,5/7/2022,1,Milk,Mother Dairy,897.29,47,42172.63,1,Polythene Packet,3/10/2022,3/11/2022,120,45.74,5488.8,Madhya Pradesh,Online,777
Chandigarh,11/15/2019,6,Curd,Mother Dairy,471.82,44.59,21038.4538,5,Refrigerated,11/13/2019,11/18/2019,369,43.92,16206.48,Uttar Pradesh,Online,102
West Bengal,3/8/2019,2,Butter,Parag Milk Foods,839.04,73.1,61333.824,25,Frozen,2/12/2019,3/9/2019,490,75.14,36818.6,Gujarat,Online,349
